Year,Week Reported,County,State,Positive Cases
2013,41,San Bernardino,California,1
2013,43,San Bernardino,California,4
2013,44,San Bernardino,California,2
2013,46,San Bernardino,California,2
2013,35,San Francisco,California,1
2013,33,San Joaquin,California,2
2013,34,San Joaquin,California,1
2013,38,San Joaquin,California,2
2013,41,San Joaquin,California,1
2013,44,San Joaquin,California,1
2013,48,San Joaquin,California,1
2013,46,Santa Barbara,California,1
2013,33,Santa Clara,California,1
2013,41,Santa Clara,California,1
2013,43,Shasta,California,1
2013,44,Siskiyou,California,1
2013,31,Solano,California,1
2013,33,Stanislaus,California,1
2013,35,Stanislaus,California,2
2013,38,Stanislaus,California,3
2013,39,Stanislaus,California,2
2013,40,Stanislaus,California,4
2013,41,Stanislaus,California,3
2013,42,Stanislaus,California,1
2013,49,Stanislaus,California,1
2013,53,Stanislaus,California,1
2013,34,Sutter,California,1
2013,35,Sutter,California,2
2013,36,Sutter,California,2
2013,38,Sutter,California,2
2013,40,Sutter,California,2
2013,41,Sutter,California,1
2013,47,Tehama,California,1
2013,48,Tehama,California,1
2013,49,Tehama,California,1
2013,38,Tulare,California,1
2013,40,Tulare,California,3
2013,49,Tulare,California,1
2013,33,Ventura,California,1
2013,41,Ventura,California,1
2013,31,Yolo,California,1
2013,34,Yolo,California,1
2013,35,Yolo,California,1
2013,36,Yolo,California,1
2013,41,Yolo,California,1
2013,42,Yolo,California,1
2013,39,Yuba,California,4
2013,42,Yuba,California,2
2013,44,Yuba,California,1
2013,46,Yuba,California,1
2013,51,Yuba,California,1
2014,31,Butte,California,1
2014,32,Butte,California,3
2014,34,Butte,California,4
2014,35,Butte,California,3
2014,36,Butte,California,1
2014,37,Butte,California,4
2014,39,Butte,California,3
2014,40,Butte,California,1
2014,41,Butte,California,1
2014,34,Colusa,California,1
2014,35,Colusa,California,1
2014,38,Colusa,California,1
2014,40,Colusa,California,1
2014,25,Contra Costa,California,1
2014,40,Contra Costa,California,1
2014,41,Contra Costa,California,1
2014,28,Fresno,California,1
2014,29,Fresno,California,1
2014,30,Fresno,California,2
2014,32,Fresno,California,6
2014,33,Fresno,California,2
2014,34,Fresno,California,4
2014,35,Fresno,California,2
2014,36,Fresno,California,5
2014,37,Fresno,California,1
2014,38,Fresno,California,2
2014,39,Fresno,California,1
2014,40,Fresno,California,3
2014,34,Glenn,California,1
2014,35,Glenn,California,1
2014,36,Glenn,California,4
2014,37,Glenn,California,2
2014,38,Glenn,California,2
2014,39,Glenn,California,1
2014,41,Glenn,California,1
2014,36,Imperial,California,1
2014,37,Imperial,California,1
2014,31,Kern,California,1
2014,33,Kern,California,2
2014,37,Kern,California,2
2014,39,Kern,California,1
2014,41,Kern,California,2
2014,37,Kings,California,2
2014,41,Kings,California,1
2014,37,Lake,California,1
2014,33,Los Angeles,California,2
2014,34,Los Angeles,California,4
2014,35,Los Angeles,California,9
2014,36,Los Angeles,California,9
2014,37,Los Angeles,California,6
2014,38,Los Angeles,California,20
2014,39,Los Angeles,California,19
2014,40,Los Angeles,California,18
2014,41,Los Angeles,California,18
2014,32,Madera,California,1
2014,33,Madera,California,1
2014,39,Madera,California,1
2014,38,Mendocino,California,1
2014,40,Merced,California,1
2014,29,Orange,California,1
2014,30,Orange,California,1
2014,31,Orange,California,1
2014,32,Orange,California,3
2014,33,Orange,California,7
2014,34,Orange,California,12
2014,35,Orange,California,10
2014,36,Orange,California,26
2014,37,Orange,California,24
2014,38,Orange,California,31
2014,39,Orange,California,23
2014,40,Orange,California,18
2014,41,Orange,California,15
2014,36,Placer,California,1
2014,38,Placer,California,2
2014,37,Riverside,California,1
2014,39,Riverside,California,3
2014,41,Riverside,California,4
2014,32,Sacramento,California,1
2014,33,Sacramento,California,2
2014,36,Sacramento,California,1
2014,38,Sacramento,California,3
2014,39,Sacramento,California,3
2014,34,San Bernardino,California,1
2014,35,San Bernardino,California,1
2014,37,San Bernardino,California,2
2014,38,San Bernardino,California,3
2014,39,San Bernardino,California,1
2014,40,San Bernardino,California,3
2014,41,San Bernardino,California,2
2014,37,San Diego,California,2
2014,33,San Joaquin,California,1
2014,36,San Joaquin,California,1
2014,37,San Joaquin,California,1
2014,38,San Joaquin,California,1
2014,39,San Joaquin,California,1
2014,41,San Joaquin,California,2
2014,34,Santa Clara,California,3
2014,36,Santa Clara,California,1
2014,37,Santa Clara,California,2
2014,40,Santa Clara,California,1
2014,41,Santa Clara,California,1
2014,33,Shasta,California,1
2014,38,Shasta,California,1
2014,28,Solano,California,1
2014,27,Stanislaus,California,1
2014,28,Stanislaus,California,2
2014,30,Stanislaus,California,1
2014,31,Stanislaus,California,1
2014,32,Stanislaus,California,1
2014,33,Stanislaus,California,4
2014,34,Stanislaus,California,5
2014,35,Stanislaus,California,6
2014,37,Stanislaus,California,3
2014,38,Stanislaus,California,1
2014,39,Stanislaus,California,3
2014,40,Stanislaus,California,2
2014,41,Stanislaus,California,3
2014,35,Sutter,California,1
2014,37,Sutter,California,1
2014,41,Sutter,California,2
2014,36,Tehama,California,1
2014,38,Tehama,California,1
2014,39,Tehama,California,1
2014,41,Tehama,California,1
2014,27,Tulare,California,1
2014,28,Tulare,California,2
2014,32,Tulare,California,1
2014,35,Tulare,California,1
2014,36,Tulare,California,1
2014,37,Tulare,California,1
2014,38,Tulare,California,2
2014,39,Tulare,California,1
2014,40,Tulare,California,3
2014,41,Tulare,California,1
2014,38,Yolo,California,1
2014,39,Yolo,California,2
2014,40,Yolo,California,1
2014,41,Yolo,California,5
2014,34,Yuba,California,1
2014,35,Yuba,California,1
2014,37,Yuba,California,1
2014,39,Yuba,California,1
